actual_video_tile_density,attention_ms,budget,dense_q_tiles,direct_lut_construction_ms,flex_q_tile,full_mask_density,hard_head_fraction,hard_q_fraction,kv_tiles,latency_ms,mode,peak_allocated_gib,pure_video_kv_tiles,pure_video_q_tiles,q_k_int8_quantization_ms,q_tiles,requested_video_budget,retained_video_kv_tiles,router_as_percent_of_saved_attention,saved_attention_ms,sparse_q_tiles,sparse_sage_low_level_kernel_ms,speedup_vs_dense,total_hybrid_attention_ms,v_fp8_preparation_ms
,1014.9082000134513,0.5,,,64,,0.0,0.0,,1014.9082000134513,dense_sage,4.240818023681641,,,,,,,,0.0,,,1.0,,
0.5005117707267144,661.297700018622,0.5,8,14.443519592285156,64,0.5159989594172737,0.0,0.0,992,661.297700018622,sparse_sage_128x64,3.916820526123047,977,488,8.761343955993652,496,0.5,489,,353.6104999948293,488,550.7133178710938,1.5347221077358528,597.7825317382812,24.602624893188477
